"ResponseId","participant_code","item_name","response_first","response_second","response_both"
"R_1QfuyvdsYbMiwuJ","131","abacus_3","个","没有","没有"
"R_1QfuyvdsYbMiwuJ","131","axe_2","把","个","把"
"R_1QfuyvdsYbMiwuJ","131","balance_2","台","个","台"
"R_1QfuyvdsYbMiwuJ","131","belt_3","条","没有","条"
"R_1QfuyvdsYbMiwuJ","131","bicycle_2","辆","架","辆"
"R_1QfuyvdsYbMiwuJ","131","blackboard_2","块","个","块"
"R_1QfuyvdsYbMiwuJ","131","bow_4","把","个","把"
"R_1QfuyvdsYbMiwuJ","131","bracelet_3","个","没有","没有"
"R_1QfuyvdsYbMiwuJ","131","broom_2","个","把","把"
"R_1QfuyvdsYbMiwuJ","131","brush_3","把","个","把"
"R_1QfuyvdsYbMiwuJ","131","cabbage_2","颗","个","颗"
"R_1QfuyvdsYbMiwuJ","131","camera_3","台","个","台"
"R_1QfuyvdsYbMiwuJ","131","coffeemachine_3","台","个","台"
"R_1QfuyvdsYbMiwuJ","131","comb_4","把","个","把"
"R_1QfuyvdsYbMiwuJ","131","desklamp_3","盏","个","盏"
"R_1QfuyvdsYbMiwuJ","131","draftingcomp_4","个","台","台"
"R_1QfuyvdsYbMiwuJ","131","egg_4","个","没有","没有"
"R_1QfuyvdsYbMiwuJ","131","fan_3","台","个","台"
"R_1QfuyvdsYbMiwuJ","131","garlic_4","颗","个","颗"
"R_1QfuyvdsYbMiwuJ","131","glove_3","个","没有","没有"
"R_1QfuyvdsYbMiwuJ","131","guitar_3","台","个","台"
"R_1QfuyvdsYbMiwuJ","131","hairblower_2","台","个","台"
"R_1QfuyvdsYbMiwuJ","131","hammer_4","把","个","把"
"R_1QfuyvdsYbMiwuJ","131","handfan_4","把","没有","把"
"R_1QfuyvdsYbMiwuJ","131","harp_2","架","台","架"
"R_1QfuyvdsYbMiwuJ","131","hat_2","顶","个","顶"
"R_1QfuyvdsYbMiwuJ","131","iron_4","台","个","台"
"R_1QfuyvdsYbMiwuJ","131","key_3","把","个","把"
"R_1QfuyvdsYbMiwuJ","131","laptop_3","台","个","台"
"R_1QfuyvdsYbMiwuJ","131","lighthouse_2","座","个","座"
"R_1QfuyvdsYbMiwuJ","131","microscope_3","台","个","台"
"R_1QfuyvdsYbMiwuJ","131","microwave_2","台","个","台"
"R_1QfuyvdsYbMiwuJ","131","mincer_2","台","个","台"
"R_1QfuyvdsYbMiwuJ","131","mirror_3","面","台","面"
"R_1QfuyvdsYbMiwuJ","131","monitor_2","台","个","台"
"R_1QfuyvdsYbMiwuJ","131","motorcycle_3","辆","台","辆"
"R_1QfuyvdsYbMiwuJ","131","nailclippers_2","个","没有","没有"
"R_1QfuyvdsYbMiwuJ","131","pakchoi_3","颗","个","颗"
"R_1QfuyvdsYbMiwuJ","131","paperclip_4","枚","个","枚"
"R_1QfuyvdsYbMiwuJ","131","piano_3","台","架","台"
"R_1QfuyvdsYbMiwuJ","131","pipe_3","个","没有","没有"
"R_1QfuyvdsYbMiwuJ","131","plane_4","架","台","架"
"R_1QfuyvdsYbMiwuJ","131","popsicle_4","个","没有","没有"
"R_1QfuyvdsYbMiwuJ","131","printer_4","台","个","台"
"R_1QfuyvdsYbMiwuJ","131","racket_4","个","没有","没有"
"R_1QfuyvdsYbMiwuJ","131","scissors_4","把","个","把"
"R_1QfuyvdsYbMiwuJ","131","screwdriver_2","把","个","把"
"R_1QfuyvdsYbMiwuJ","131","screwnut_4","个","没有","没有"
"R_1QfuyvdsYbMiwuJ","131","silvermedal_2","枚","个","枚"
"R_1QfuyvdsYbMiwuJ","131","slingshot_2","把","个","把"
"R_1QfuyvdsYbMiwuJ","131","sofa_4","个","没有","没有"
"R_1QfuyvdsYbMiwuJ","131","spoon_4","把","个","把"
"R_1QfuyvdsYbMiwuJ","131","stapler_4","台","个","台"
"R_1QfuyvdsYbMiwuJ","131","telescope_2","台","个","台"
"R_1QfuyvdsYbMiwuJ","131","thermometer_3","个","没有","没有"
"R_1QfuyvdsYbMiwuJ","131","tie_3","条","没有","条"
"R_1QfuyvdsYbMiwuJ","131","toothbrush_4","把","个","把"
"R_1QfuyvdsYbMiwuJ","131","torch_2","台","个","台"
"R_1QfuyvdsYbMiwuJ","131","triangleruler_4","把","个","把"
"R_1QfuyvdsYbMiwuJ","131","truck_3","台","辆","台"
"R_1QfuyvdsYbMiwuJ","131","tv_2","台","个","台"
"R_1QfuyvdsYbMiwuJ","131","washingmachine_2","台","个","台"
"R_1QfuyvdsYbMiwuJ","131","watch_3","块","个","块"
"R_1QfuyvdsYbMiwuJ","131","woodendoor_2","扇","个","扇"
"R_1r0yTHn2HjlSJD8","174","abacus_3","把","没有","把"
"R_1r0yTHn2HjlSJD8","174","axe_2","把","没有","把"
"R_1r0yTHn2HjlSJD8","174","balance_2","架","没有","架"
"R_1r0yTHn2HjlSJD8","174","belt_3","条","没有","条"
"R_1r0yTHn2HjlSJD8","174","bicycle_2","架","辆","架"
"R_1r0yTHn2HjlSJD8","174","blackboard_2","个","片","片"
"R_1r0yTHn2HjlSJD8","174","bow_4","把","张","把"
"R_1r0yTHn2HjlSJD8","174","bracelet_3","只","没有","只"
"R_1r0yTHn2HjlSJD8","174","broom_2","把","只","把"
"R_1r0yTHn2HjlSJD8","174","brush_3","把","只","把"
"R_1r0yTHn2HjlSJD8","174","cabbage_2","颗","个","颗"
"R_1r0yTHn2HjlSJD8","174","camera_3","个","架","架"
"R_1r0yTHn2HjlSJD8","174","coffeemachine_3","台","没有","台"
"R_1r0yTHn2HjlSJD8","174","comb_4","把","个","把"
"R_1r0yTHn2HjlSJD8","174","desklamp_3","盏","个","盏"
"R_1r0yTHn2HjlSJD8","174","draftingcomp_4","把","个","把"
"R_1r0yTHn2HjlSJD8","174","egg_4","只","个","只"
"R_1r0yTHn2HjlSJD8","174","fan_3","架","个","架"
"R_1r0yTHn2HjlSJD8","174","garlic_4","颗","没有","颗"
"R_1r0yTHn2HjlSJD8","174","glove_3","个","只","只"
"R_1r0yTHn2HjlSJD8","174","guitar_3","只","没有","只"
"R_1r0yTHn2HjlSJD8","174","hairblower_2","只","个","只"
"R_1r0yTHn2HjlSJD8","174","hammer_4","只","把","只"
"R_1r0yTHn2HjlSJD8","174","handfan_4","把","只","把"
"R_1r0yTHn2HjlSJD8","174","harp_2","架","把","架"
"R_1r0yTHn2HjlSJD8","174","hat_2","顶","没有","顶"
"R_1r0yTHn2HjlSJD8","174","iron_4","个","只","只"
"R_1r0yTHn2HjlSJD8","174","key_3","把","没有","把"
"R_1r0yTHn2HjlSJD8","174","laptop_3","台","没有","台"
"R_1r0yTHn2HjlSJD8","174","lighthouse_2","个","没有","没有"
"R_1r0yTHn2HjlSJD8","174","microscope_3","台","个","台"
"R_1r0yTHn2HjlSJD8","174","microwave_2","台","个","台"
"R_1r0yTHn2HjlSJD8","174","mincer_2","架","没有","架"
"R_1r0yTHn2HjlSJD8","174","mirror_3","个","台","台"
"R_1r0yTHn2HjlSJD8","174","monitor_2","台","没有","台"
"R_1r0yTHn2HjlSJD8","174","motorcycle_3","辆","架","辆"
"R_1r0yTHn2HjlSJD8","174","nailclippers_2","把","没有","把"
"R_1r0yTHn2HjlSJD8","174","pakchoi_3","颗","没有","颗"
"R_1r0yTHn2HjlSJD8","174","paperclip_4","个","没有","没有"
"R_1r0yTHn2HjlSJD8","174","piano_3","架","没有","架"
"R_1r0yTHn2HjlSJD8","174","pipe_3","个","把","把"
"R_1r0yTHn2HjlSJD8","174","plane_4","架","没有","架"
"R_1r0yTHn2HjlSJD8","174","popsicle_4","只","没有","只"
"R_1r0yTHn2HjlSJD8","174","printer_4","个","台","台"
"R_1r0yTHn2HjlSJD8","174","racket_4","只","把","只"
"R_1r0yTHn2HjlSJD8","174","scissors_4","把","没有","把"
"R_1r0yTHn2HjlSJD8","174","screwdriver_2","把","没有","把"
"R_1r0yTHn2HjlSJD8","174","screwnut_4","个","没有","没有"
"R_1r0yTHn2HjlSJD8","174","silvermedal_2","个","只","只"
"R_1r0yTHn2HjlSJD8","174","slingshot_2","把","没有","把"
"R_1r0yTHn2HjlSJD8","174","sofa_4","台","个","台"
"R_1r0yTHn2HjlSJD8","174","spoon_4","把","只","把"
"R_1r0yTHn2HjlSJD8","174","stapler_4","把","没有","把"
"R_1r0yTHn2HjlSJD8","174","telescope_2","架","把","架"
"R_1r0yTHn2HjlSJD8","174","thermometer_3","个","没有","没有"
"R_1r0yTHn2HjlSJD8","174","tie_3","个","没有","没有"
"R_1r0yTHn2HjlSJD8","174","toothbrush_4","只","没有","只"
"R_1r0yTHn2HjlSJD8","174","torch_2","把","只","把"
"R_1r0yTHn2HjlSJD8","174","triangleruler_4","把","个","把"
"R_1r0yTHn2HjlSJD8","174","truck_3","辆","架","辆"
"R_1r0yTHn2HjlSJD8","174","tv_2","台","没有","台"
"R_1r0yTHn2HjlSJD8","174","washingmachine_2","台","没有","台"
"R_1r0yTHn2HjlSJD8","174","watch_3","只","个","只"
"R_1r0yTHn2HjlSJD8","174","woodendoor_2","扇","没有","扇"
"R_248fFydlDeM0JGO","152","abacus_3","支","个","支"
"R_248fFydlDeM0JGO","152","axe_2","把","没有","把"
"R_248fFydlDeM0JGO","152","balance_2","个","台","台"
"R_248fFydlDeM0JGO","152","belt_3","条","根","条"
"R_248fFydlDeM0JGO","152","bicycle_2","辆","架","辆"
"R_248fFydlDeM0JGO","152","blackboard_2","块","没有","块"
"R_248fFydlDeM0JGO","152","bow_4","支","把","支"
"R_248fFydlDeM0JGO","152","bracelet_3","只","个","只"
"R_248fFydlDeM0JGO","152","broom_2","把","个","把"
"R_248fFydlDeM0JGO","152","brush_3","把","个","把"
"R_248fFydlDeM0JGO","152","cabbage_2","个","没有","没有"
"R_248fFydlDeM0JGO","152","camera_3","台","没有","台"
"R_248fFydlDeM0JGO","152","coffeemachine_3","台","没有","台"
"R_248fFydlDeM0JGO","152","comb_4","把","没有","把"
"R_248fFydlDeM0JGO","152","desklamp_3","台","个","台"
"R_248fFydlDeM0JGO","152","draftingcomp_4","只","个","只"
"R_248fFydlDeM0JGO","152","egg_4","个","颗","颗"
"R_248fFydlDeM0JGO","152","fan_3","台","没有","台"
"R_248fFydlDeM0JGO","152","garlic_4","颗","个","颗"
"R_248fFydlDeM0JGO","152","glove_3","只","个","只"
"R_248fFydlDeM0JGO","152","guitar_3","把","没有","把"
"R_248fFydlDeM0JGO","152","hairblower_2","台","个","台"
"R_248fFydlDeM0JGO","152","hammer_4","把","没有","把"
"R_248fFydlDeM0JGO","152","handfan_4","把","没有","把"
"R_248fFydlDeM0JGO","152","harp_2","台","架","台"
"R_248fFydlDeM0JGO","152","hat_2","顶","没有","顶"
"R_248fFydlDeM0JGO","152","iron_4","个","台","台"
"R_248fFydlDeM0JGO","152","key_3","把","没有","把"
"R_248fFydlDeM0JGO","152","laptop_3","台","个","台"
"R_248fFydlDeM0JGO","152","lighthouse_2","座","没有","座"
"R_248fFydlDeM0JGO","152","microscope_3","台","没有","台"
"R_248fFydlDeM0JGO","152","microwave_2","台","没有","台"
"R_248fFydlDeM0JGO","152","mincer_2","台","个","台"
"R_248fFydlDeM0JGO","152","mirror_3","个","没有","没有"
"R_248fFydlDeM0JGO","152","monitor_2","台","个","台"
"R_248fFydlDeM0JGO","152","motorcycle_3","辆","架","辆"
"R_248fFydlDeM0JGO","152","nailclippers_2","把","个","把"
"R_248fFydlDeM0JGO","152","pakchoi_3","颗","没有","颗"
"R_248fFydlDeM0JGO","152","paperclip_4","个","没有","没有"
"R_248fFydlDeM0JGO","152","piano_3","架","台","架"
"R_248fFydlDeM0JGO","152","pipe_3","个","只","只"
"R_248fFydlDeM0JGO","152","plane_4","架","没有","架"
"R_248fFydlDeM0JGO","152","popsicle_4","支","根","支"
"R_248fFydlDeM0JGO","152","printer_4","台","没有","台"
"R_248fFydlDeM0JGO","152","racket_4","个","没有","没有"
"R_248fFydlDeM0JGO","152","scissors_4","把","没有","把"
"R_248fFydlDeM0JGO","152","screwdriver_2","把","个","把"
"R_248fFydlDeM0JGO","152","screwnut_4","个","颗","颗"
"R_248fFydlDeM0JGO","152","silvermedal_2","块","枚","块"
"R_248fFydlDeM0JGO","152","slingshot_2","个","把","把"
"R_248fFydlDeM0JGO","152","sofa_4","个","没有","没有"
"R_248fFydlDeM0JGO","152","spoon_4","个","支","支"
"R_248fFydlDeM0JGO","152","stapler_4","台","只","台"
"R_248fFydlDeM0JGO","152","telescope_2","台","架","台"
"R_248fFydlDeM0JGO","152","thermometer_3","个","支","支"
"R_248fFydlDeM0JGO","152","tie_3","条","根","条"
"R_248fFydlDeM0JGO","152","toothbrush_4","把","支","把"
"R_248fFydlDeM0JGO","152","torch_2","只","个","只"
"R_248fFydlDeM0JGO","152","triangleruler_4","把","个","把"
"R_248fFydlDeM0JGO","152","truck_3","台","辆","台"
"R_248fFydlDeM0JGO","152","tv_2","台","个","台"
"R_248fFydlDeM0JGO","152","washingmachine_2","台","没有","台"
"R_248fFydlDeM0JGO","152","watch_3","只","块","只"
"R_248fFydlDeM0JGO","152","woodendoor_2","扇","个","扇"
"R_24BMP4FJPonfBYB","139","abacus_3","个","把","把"
"R_24BMP4FJPonfBYB","139","axe_2","把","个","把"
"R_24BMP4FJPonfBYB","139","balance_2","架","个","架"
"R_24BMP4FJPonfBYB","139","belt_3","条","没有","条"
"R_24BMP4FJPonfBYB","139","bicycle_2","辆","没有","辆"
"R_24BMP4FJPonfBYB","139","blackboard_2","块","个","块"
"R_24BMP4FJPonfBYB","139","bow_4","把","个","把"
"R_24BMP4FJPonfBYB","139","bracelet_3","个","没有","没有"
"R_24BMP4FJPonfBYB","139","broom_2","把","个","把"
"R_24BMP4FJPonfBYB","139","brush_3","把","个","把"
"R_24BMP4FJPonfBYB","139","cabbage_2","颗","个","颗"
"R_24BMP4FJPonfBYB","139","camera_3","台","架","台"
"R_24BMP4FJPonfBYB","139","coffeemachine_3","个","没有","没有"
"R_24BMP4FJPonfBYB","139","comb_4","把","个","把"
"R_24BMP4FJPonfBYB","139","desklamp_3","盏","个","盏"
"R_24BMP4FJPonfBYB","139","draftingcomp_4","个","没有","没有"
"R_24BMP4FJPonfBYB","139","egg_4","个","没有","没有"
"R_24BMP4FJPonfBYB","139","fan_3","台","个","台"
"R_24BMP4FJPonfBYB","139","garlic_4","头","颗","头"
"R_24BMP4FJPonfBYB","139","glove_3","个","没有","没有"
"R_24BMP4FJPonfBYB","139","guitar_3","把","没有","把"
"R_24BMP4FJPonfBYB","139","hairblower_2","台","个","台"
"R_24BMP4FJPonfBYB","139","hammer_4","个","把","把"
"R_24BMP4FJPonfBYB","139","handfan_4","把","没有","把"
"R_24BMP4FJPonfBYB","139","harp_2","架","个","架"
"R_24BMP4FJPonfBYB","139","hat_2","顶","个","顶"
"R_24BMP4FJPonfBYB","139","iron_4","台","个","台"
"R_24BMP4FJPonfBYB","139","key_3","个","枚","枚"
"R_24BMP4FJPonfBYB","139","laptop_3","台","个","台"
"R_24BMP4FJPonfBYB","139","lighthouse_2","个","座","座"
"R_24BMP4FJPonfBYB","139","microscope_3","台","个","台"
"R_24BMP4FJPonfBYB","139","microwave_2","台","个","台"
"R_24BMP4FJPonfBYB","139","mincer_2","台","架","台"
"R_24BMP4FJPonfBYB","139","mirror_3","面","个","面"
"R_24BMP4FJPonfBYB","139","monitor_2","台","个","台"
"R_24BMP4FJPonfBYB","139","motorcycle_3","辆","个","辆"
"R_24BMP4FJPonfBYB","139","nailclippers_2","个","没有","没有"
"R_24BMP4FJPonfBYB","139","pakchoi_3","颗","个","颗"
"R_24BMP4FJPonfBYB","139","paperclip_4","个","没有","没有"
"R_24BMP4FJPonfBYB","139","piano_3","架","个","架"
"R_24BMP4FJPonfBYB","139","pipe_3","个","没有","没有"
"R_24BMP4FJPonfBYB","139","plane_4","架","没有","架"
"R_24BMP4FJPonfBYB","139","popsicle_4","支","个","支"
"R_24BMP4FJPonfBYB","139","printer_4","台","个","台"
"R_24BMP4FJPonfBYB","139","racket_4","个","没有","没有"
"R_24BMP4FJPonfBYB","139","scissors_4","把","个","把"
"R_24BMP4FJPonfBYB","139","screwdriver_2","把","个","把"
"R_24BMP4FJPonfBYB","139","screwnut_4","个","粒","粒"
"R_24BMP4FJPonfBYB","139","silvermedal_2","枚","个","枚"
"R_24BMP4FJPonfBYB","139","slingshot_2","个","没有","没有"
"R_24BMP4FJPonfBYB","139","sofa_4","个","没有","没有"
"R_24BMP4FJPonfBYB","139","spoon_4","把","个","把"
"R_24BMP4FJPonfBYB","139","stapler_4","台","个","台"
"R_24BMP4FJPonfBYB","139","telescope_2","台","架","台"
"R_24BMP4FJPonfBYB","139","thermometer_3","个","没有","没有"
"R_24BMP4FJPonfBYB","139","tie_3","条","没有","条"
"R_24BMP4FJPonfBYB","139","toothbrush_4","个","把","把"
"R_24BMP4FJPonfBYB","139","torch_2","个","没有","没有"
"R_24BMP4FJPonfBYB","139","triangleruler_4","把","个","把"
"R_24BMP4FJPonfBYB","139","truck_3","辆","没有","辆"
"R_24BMP4FJPonfBYB","139","tv_2","台","没有","台"
"R_24BMP4FJPonfBYB","139","washingmachine_2","台","个","台"
"R_24BMP4FJPonfBYB","139","watch_3","块","个","块"
"R_24BMP4FJPonfBYB","139","woodendoor_2","扇","没有","扇"
"R_24N3g3QJvrzTfe1","135","abacus_3","把","个","把"
"R_24N3g3QJvrzTfe1","135","axe_2","把","个","把"
"R_24N3g3QJvrzTfe1","135","balance_2","把","个","把"
"R_24N3g3QJvrzTfe1","135","belt_3","条","个","条"
"R_24N3g3QJvrzTfe1","135","bicycle_2","台","个","台"
"R_24N3g3QJvrzTfe1","135","blackboard_2","台","个","台"
"R_24N3g3QJvrzTfe1","135","bow_4","把","个","把"
"R_24N3g3QJvrzTfe1","135","bracelet_3","支","个","支"
"R_24N3g3QJvrzTfe1","135","broom_2","把","个","把"
"R_24N3g3QJvrzTfe1","135","brush_3","把","个","把"
"R_24N3g3QJvrzTfe1","135","cabbage_2","个","没有","没有"
"R_24N3g3QJvrzTfe1","135","camera_3","台","个","台"
"R_24N3g3QJvrzTfe1","135","coffeemachine_3","台","个","台"
"R_24N3g3QJvrzTfe1","135","comb_4","把","个","把"
"R_24N3g3QJvrzTfe1","135","desklamp_3","台","没有","台"
"R_24N3g3QJvrzTfe1","135","draftingcomp_4","支","个","支"
"R_24N3g3QJvrzTfe1","135","egg_4","个","没有","没有"
"R_24N3g3QJvrzTfe1","135","fan_3","台","个","台"
"R_24N3g3QJvrzTfe1","135","garlic_4","个","没有","没有"
"R_24N3g3QJvrzTfe1","135","glove_3","个","没有","没有"
"R_24N3g3QJvrzTfe1","135","guitar_3","把","个","把"
"R_24N3g3QJvrzTfe1","135","hairblower_2","台","个","台"
"R_24N3g3QJvrzTfe1","135","hammer_4","支","把","支"
"R_24N3g3QJvrzTfe1","135","handfan_4","把","个","把"
"R_24N3g3QJvrzTfe1","135","harp_2","架","台","架"
"R_24N3g3QJvrzTfe1","135","hat_2","顶","个","顶"
"R_24N3g3QJvrzTfe1","135","iron_4","台","个","台"
"R_24N3g3QJvrzTfe1","135","key_3","把","只","把"
"R_24N3g3QJvrzTfe1","135","laptop_3","台","个","台"
"R_24N3g3QJvrzTfe1","135","lighthouse_2","个","没有","没有"
"R_24N3g3QJvrzTfe1","135","microscope_3","台","个","台"
"R_24N3g3QJvrzTfe1","135","microwave_2","台","个","台"
"R_24N3g3QJvrzTfe1","135","mincer_2","台","个","台"
"R_24N3g3QJvrzTfe1","135","mirror_3","把","个","把"
"R_24N3g3QJvrzTfe1","135","monitor_2","台","个","台"
"R_24N3g3QJvrzTfe1","135","motorcycle_3","架","台","架"
"R_24N3g3QJvrzTfe1","135","nailclippers_2","把","个","把"
"R_24N3g3QJvrzTfe1","135","pakchoi_3","个","没有","没有"
"R_24N3g3QJvrzTfe1","135","paperclip_4","把","个","把"
"R_24N3g3QJvrzTfe1","135","piano_3","台","个","台"
"R_24N3g3QJvrzTfe1","135","pipe_3","个","没有","没有"
"R_24N3g3QJvrzTfe1","135","plane_4","架","没有","架"
"R_24N3g3QJvrzTfe1","135","popsicle_4","支","个","支"
"R_24N3g3QJvrzTfe1","135","printer_4","台","个","台"
"R_24N3g3QJvrzTfe1","135","racket_4","把","个","把"
"R_24N3g3QJvrzTfe1","135","scissors_4","把","个","把"
"R_24N3g3QJvrzTfe1","135","screwdriver_2","把","个","把"
"R_24N3g3QJvrzTfe1","135","screwnut_4","只","个","只"
"R_24N3g3QJvrzTfe1","135","silvermedal_2","个","枚","枚"
"R_24N3g3QJvrzTfe1","135","slingshot_2","支","个","支"
"R_24N3g3QJvrzTfe1","135","sofa_4","把","个","把"
"R_24N3g3QJvrzTfe1","135","spoon_4","把","个","把"
"R_24N3g3QJvrzTfe1","135","stapler_4","个","没有","没有"
"R_24N3g3QJvrzTfe1","135","telescope_2","台","个","台"
"R_24N3g3QJvrzTfe1","135","thermometer_3","支","个","支"
"R_24N3g3QJvrzTfe1","135","tie_3","条","个","条"
"R_24N3g3QJvrzTfe1","135","toothbrush_4","把","只","把"
"R_24N3g3QJvrzTfe1","135","torch_2","只","个","只"
"R_24N3g3QJvrzTfe1","135","triangleruler_4","把","个","把"
"R_24N3g3QJvrzTfe1","135","truck_3","辆","个","辆"
"R_24N3g3QJvrzTfe1","135","tv_2","台","个","台"
"R_24N3g3QJvrzTfe1","135","washingmachine_2","台","个","台"
"R_24N3g3QJvrzTfe1","135","watch_3","支","个","支"
"R_24N3g3QJvrzTfe1","135","woodendoor_2","扇","没有","扇"
"R_27gmRhyZW3or9XS","146","abacus_3","个","没有","没有"
"R_27gmRhyZW3or9XS","146","axe_2","只","把","只"
"R_27gmRhyZW3or9XS","146","balance_2","个","没有","没有"
"R_27gmRhyZW3or9XS","146","belt_3","条","捆","条"
"R_27gmRhyZW3or9XS","146","bicycle_2","辆","台","辆"
"R_27gmRhyZW3or9XS","146","blackboard_2","块","个","块"
"R_27gmRhyZW3or9XS","146","bow_4","柄","支","柄"
"R_27gmRhyZW3or9XS","146","bracelet_3","只","幅","只"
"R_27gmRhyZW3or9XS","146","broom_2","把","没有","把"
"R_27gmRhyZW3or9XS","146","brush_3","把","只","把"
"R_27gmRhyZW3or9XS","146","cabbage_2","棵","个","棵"
"R_27gmRhyZW3or9XS","146","camera_3","台","幅","台"
"R_27gmRhyZW3or9XS","146","coffeemachine_3","台","个","台"
"R_27gmRhyZW3or9XS","146","comb_4","把","副","把"
"R_27gmRhyZW3or9XS","146","desklamp_3","盏","只","盏"
"R_27gmRhyZW3or9XS","146","draftingcomp_4","把","副","把"
"R_27gmRhyZW3or9XS","146","egg_4","只","个","只"
"R_27gmRhyZW3or9XS","146","fan_3","台","盏","台"
"R_27gmRhyZW3or9XS","146","garlic_4","头","颗","头"
"R_27gmRhyZW3or9XS","146","glove_3","只","副","只"
"R_27gmRhyZW3or9XS","146","guitar_3","把","个","把"
"R_27gmRhyZW3or9XS","146","hairblower_2","只","个","只"
"R_27gmRhyZW3or9XS","146","hammer_4","把","个","把"
"R_27gmRhyZW3or9XS","146","handfan_4","把","只","把"
"R_27gmRhyZW3or9XS","146","harp_2","把","个","把"
"R_27gmRhyZW3or9XS","146","hat_2","顶","个","顶"
"R_27gmRhyZW3or9XS","146","iron_4","个","台","台"
"R_27gmRhyZW3or9XS","146","key_3","把","副","把"
"R_27gmRhyZW3or9XS","146","laptop_3","台","个","台"
"R_27gmRhyZW3or9XS","146","lighthouse_2","个","座","座"
"R_27gmRhyZW3or9XS","146","microscope_3","架","台","架"
"R_27gmRhyZW3or9XS","146","microwave_2","台","个","台"
"R_27gmRhyZW3or9XS","146","mincer_2","台","个","台"
"R_27gmRhyZW3or9XS","146","mirror_3","面","个","面"
"R_27gmRhyZW3or9XS","146","monitor_2","台","个","台"
"R_27gmRhyZW3or9XS","146","motorcycle_3","辆","台","辆"
"R_27gmRhyZW3or9XS","146","nailclippers_2","把","个","把"
"R_27gmRhyZW3or9XS","146","pakchoi_3","棵","只","棵"
"R_27gmRhyZW3or9XS","146","paperclip_4","只","个","只"
"R_27gmRhyZW3or9XS","146","piano_3","架","没有","架"
"R_27gmRhyZW3or9XS","146","pipe_3","个","没有","没有"
"R_27gmRhyZW3or9XS","146","plane_4","架","个","架"
"R_27gmRhyZW3or9XS","146","popsicle_4","支","根","支"
"R_27gmRhyZW3or9XS","146","printer_4","台","个","台"
"R_27gmRhyZW3or9XS","146","racket_4","副","只","副"
"R_27gmRhyZW3or9XS","146","scissors_4","把","只","把"
"R_27gmRhyZW3or9XS","146","screwdriver_2","把","只","把"
"R_27gmRhyZW3or9XS","146","screwnut_4","个","只","只"
"R_27gmRhyZW3or9XS","146","silvermedal_2","块","个","块"
"R_27gmRhyZW3or9XS","146","slingshot_2","把","副","把"
"R_27gmRhyZW3or9XS","146","sofa_4","个","没有","没有"
"R_27gmRhyZW3or9XS","146","spoon_4","把","个","把"
"R_27gmRhyZW3or9XS","146","stapler_4","个","没有","没有"
"R_27gmRhyZW3or9XS","146","telescope_2","台","架","台"
"R_27gmRhyZW3or9XS","146","thermometer_3","只","个","只"
"R_27gmRhyZW3or9XS","146","tie_3","条","没有","条"
"R_27gmRhyZW3or9XS","146","toothbrush_4","把","副","把"
"R_27gmRhyZW3or9XS","146","torch_2","副","只","副"
"R_27gmRhyZW3or9XS","146","triangleruler_4","把","副","把"
"R_27gmRhyZW3or9XS","146","truck_3","辆","没有","辆"
"R_27gmRhyZW3or9XS","146","tv_2","台","个","台"
"R_27gmRhyZW3or9XS","146","washingmachine_2","台","个","台"
"R_27gmRhyZW3or9XS","146","watch_3","块","只","块"
"R_27gmRhyZW3or9XS","146","woodendoor_2","扇","个","扇"
"R_2B9emTR3dGr6HGk","138","abacus_3","台","个","台"
"R_2B9emTR3dGr6HGk","138","axe_2","把","没有","把"
"R_2B9emTR3dGr6HGk","138","balance_2","台","架","台"
"R_2B9emTR3dGr6HGk","138","belt_3","个","没有","没有"
"R_2B9emTR3dGr6HGk","138","bicycle_2","辆","没有","辆"
"R_2B9emTR3dGr6HGk","138","blackboard_2","块","个","块"
"R_2B9emTR3dGr6HGk","138","bow_4","把","没有","把"
"R_2B9emTR3dGr6HGk","138","bracelet_3","个","没有","没有"
"R_2B9emTR3dGr6HGk","138","broom_2","把","没有","把"
"R_2B9emTR3dGr6HGk","138","brush_3","把","只","把"
"R_2B9emTR3dGr6HGk","138","cabbage_2","颗","个","颗"
"R_2B9emTR3dGr6HGk","138","camera_3","台","个","台"
"R_2B9emTR3dGr6HGk","138","coffeemachine_3","台","没有","台"
"R_2B9emTR3dGr6HGk","138","comb_4","把","没有","把"
"R_2B9emTR3dGr6HGk","138","desklamp_3","盏","个","盏"
"R_2B9emTR3dGr6HGk","138","draftingcomp_4","只","个","只"
"R_2B9emTR3dGr6HGk","138","egg_4","个","颗","颗"
"R_2B9emTR3dGr6HGk","138","fan_3","台","个","台"
"R_2B9emTR3dGr6HGk","138","garlic_4","颗","没有","颗"
"R_2B9emTR3dGr6HGk","138","glove_3","只","个","只"
"R_2B9emTR3dGr6HGk","138","guitar_3","把","没有","把"
"R_2B9emTR3dGr6HGk","138","hairblower_2","台","个","台"
"R_2B9emTR3dGr6HGk","138","hammer_4","个","没有","没有"
"R_2B9emTR3dGr6HGk","138","handfan_4","把","个","把"
"R_2B9emTR3dGr6HGk","138","harp_2","把","台","把"
"R_2B9emTR3dGr6HGk","138","hat_2","顶","个","顶"
"R_2B9emTR3dGr6HGk","138","iron_4","台","没有","台"
"R_2B9emTR3dGr6HGk","138","key_3","把","个","把"
"R_2B9emTR3dGr6HGk","138","laptop_3","台","没有","台"
"R_2B9emTR3dGr6HGk","138","lighthouse_2","座","个","座"
